time_slot,uav_id,x,y,z
0,0,-0.7834887531501323,228.1973497080386,50.0
0,1,35.77020323321589,213.35868906833923,50.0
0,2,22.569260761131428,174.92858670992788,50.0
1,0,-5.491637232611803,228.74215732093455,50.0
1,1,30.87623417422541,212.48330342628753,50.0
1,2,27.560980007042073,175.14426809890207,50.0
2,0,-9.554841997931627,231.3590625333369,50.0
2,1,26.630104661438544,209.9128497824887,50.0
2,2,32.48927323519149,175.48447266561922,50.0
3,0,-12.959354880164293,234.8616646337092,50.0
3,1,24.419692874405463,206.04035556175506,50.0
3,2,37.341437026847984,176.6286380623096,50.0
4,0,-14.760214927504686,239.22781501289012,50.0
4,1,21.8724364046789,201.81467044212616,50.0
4,2,42.29831616579452,176.91792321546015,50.0
5,0,-15.311291816542772,244.1459368276179,50.0
5,1,18.087143063995917,204.76210820534027,50.0
5,2,47.154053375114586,177.35702619297442,50.0
6,0,-20.031287792037155,245.59378180976512,50.0
6,1,13.598610043976386,202.97321259834564,50.0
6,2,52.00506083666244,177.38011798417207,50.0
7,0,-22.240090968917038,249.92987428184153,50.0
7,1,8.93215000674494,201.23847663261688,50.0
7,2,56.965820953239586,177.4093379151636,50.0
8,0,-25.910682323287155,253.2479053544581,50.0
8,1,4.000360608551581,201.2508447873289,50.0
8,2,61.86745326219955,177.68543822286662,50.0
9,0,-27.8358070877296,257.56312237258555,50.0
9,1,-0.2812021966242,199.5321883666212,50.0
9,2,66.69150321184554,177.7270359132999,50.0
10,0,-31.250220539878036,261.1532152700007,50.0
10,1,-0.8680819864534541,194.60938782569713,50.0
10,2,71.51141993700423,178.12926563961443,50.0
11,0,-31.016829925487663,266.1007250356257,50.0
11,1,-5.694277226474206,193.82942594167537,50.0
11,2,76.07986323534408,178.18261315641936,50.0
12,0,-35.63980861277404,267.52168820376994,50.0
12,1,-10.306865155246179,195.21264268037623,50.0
12,2,80.76738946138778,178.57792701540527,50.0
13,0,-36.936631637523796,272.19192955966594,50.0
13,1,-14.41170448019735,192.46054769632167,50.0
13,2,85.31558243929305,179.00678505716857,50.0
14,0,-41.197408157299186,274.80205748553874,50.0
14,1,-17.87790197088949,189.08916641351527,50.0
14,2,90.23351590334335,179.5195598822647,50.0
15,0,-40.7540506598455,279.72886059756877,50.0
15,1,-22.37979358389608,186.9521894561941,50.0
15,2,94.91564290224471,180.1565639000946,50.0
16,0,-42.55496327848258,284.12756321902873,50.0
16,1,-26.784089505221765,184.6951265442068,50.0
16,2,99.6352349966661,181.02023740826186,50.0
17,0,-45.046643185327675,288.04364727016093,50.0
17,1,-31.663712441470544,185.419041048258,50.0
17,2,104.46977202593246,181.58219649611053,50.0
18,0,-50.01543705434623,288.34771365996005,50.0
18,1,-36.47959083273641,186.63444031354732,50.0
18,2,109.38779608904281,181.97851746497687,50.0
19,0,-53.88962213964286,291.45795936461093,50.0
19,1,-40.73216384604208,188.8290001260931,50.0
19,2,114.24145190416732,182.5026493590885,50.0
20,0,-56.96640245885673,295.3497368800223,50.0
20,1,-45.623312413241784,189.18390111204928,50.0
20,2,118.91686551271835,182.55897670207557,50.0
21,0,-58.137829827974464,300.1686188685477,50.0
21,1,-50.13353770926229,187.62622873064822,50.0
21,2,123.56658618151107,183.75109594283637,50.0
22,0,-61.33569292993369,303.8673262106955,50.0
22,1,-52.46896332457296,183.39072171923465,50.0
22,2,128.41122739015975,183.89326024768886,50.0
23,0,-62.450528549860145,308.68844408865573,50.0
23,1,-57.18717020704977,182.5897794770891,50.0
23,2,133.29524724184432,184.15650144932803,50.0
24,0,-63.636032747934486,313.5381178366721,50.0
24,1,-62.087529837634484,181.6093449401552,50.0
24,2,138.27009598909774,184.3708987456375,50.0
25,0,-64.17314444751563,318.46006293173434,50.0
25,1,-65.78351086333029,178.25388119694537,50.0
25,2,143.1975752562181,184.6104389798456,50.0
26,0,-65.401782500456,323.15039915915133,50.0
26,1,-70.22964733793967,176.30799732682055,50.0
26,2,147.9030696600572,185.08084506509837,50.0
27,0,-64.9627717313272,328.0133647429526,50.0
27,1,-74.768249690082,174.22226105210132,50.0
27,2,152.75657908617416,185.23121505199012,50.0
28,0,-68.24897916884245,331.6776408659995,50.0
28,1,-79.26146143629782,173.51201103207416,50.0
28,2,157.75014655291,185.38330347059306,50.0
29,0,-71.65975220770659,335.16776509161593,50.0
29,1,-83.0802842970156,170.30126426693744,50.0
29,2,162.71922127901473,185.51681714473304,50.0
30,0,-71.86218537659468,340.1433286177695,50.0
30,1,-86.77490323736899,166.97975681301898,50.0
30,2,163.56954769789138,185.46690139142808,50.0
31,0,-74.34438742966475,344.14824051733615,50.0
31,1,-91.27237695410483,164.8094103145296,50.0
31,2,167.37477426229873,185.37251194534835,50.0
32,0,-79.16273154587569,344.08707676779034,50.0
32,1,-95.55460113241904,163.45790110108203,50.0
32,2,171.26912479101577,185.04123743591842,50.0
33,0,-83.98810519547285,343.1240689600587,50.0
33,1,-99.86243814184897,160.98715196129626,50.0
33,2,174.02309517561355,183.2826506715828,50.0
34,0,-87.40218533844771,346.7387795294404,50.0
34,1,-102.49978488638632,156.957935671776,50.0
