time_slot,uav_id,x,y,z
25,1,152.9357714125358,196.28028668211667,50.0
25,2,98.14274300581637,274.0376290079274,50.0
26,0,73.30952590368479,232.39704792454705,50.0
26,1,155.54593271700966,192.0324310188171,50.0
26,2,103.05988348967257,274.8364043828168,50.0
27,0,78.27061026952951,232.51615015670524,50.0
27,1,160.22285980670082,191.54827321814267,50.0
27,2,107.53092803007785,276.87100440227175,50.0
28,0,83.14117520712107,231.91012607022986,50.0
28,1,165.00163692919838,190.14792527006833,50.0
28,2,110.34460224157992,280.7002926465192,50.0
29,0,88.1060938205549,232.06670030459628,50.0
29,1,169.82895893542397,188.9980698947784,50.0
29,2,115.33259214407626,280.890937059752,50.0
30,0,93.0826005306074,232.22354864582286,50.0
30,1,174.823491520568,188.92852417873112,50.0
30,2,120.0651298905057,282.3811084922471,50.0
31,0,98.07466071508615,232.4508516590284,50.0
31,1,179.80830950228798,188.56996895121304,50.0
31,2,124.96132482535067,283.3638969954171,50.0
32,0,103.03381150625437,232.8004775743173,50.0
32,1,184.7665271231376,188.29048336790768,50.0
32,2,128.0285636330289,286.83477655016566,50.0
33,0,107.81863158605783,233.0817481975244,50.0
33,1,189.72745222537148,188.13103602575032,50.0
33,2,132.48265232092564,288.7227381762185,50.0
34,0,112.7594689693281,233.23543267950282,50.0
34,1,194.53848118273842,187.17315231012074,50.0
34,2,137.3632050896329,289.417629092566,50.0
35,0,117.69104140661447,233.2921276900159,50.0
35,1,199.43017143694985,186.7833686892864,50.0
35,2,140.3047014618558,293.33745297753,50.0
36,0,122.47146933935373,233.93689425915346,50.0
36,1,204.2306613394462,185.52925668405263,50.0
36,2,145.10678066260044,293.93536367975855,50.0
37,0,127.41962235830515,233.96978796526656,50.0
37,1,208.72473759142983,183.41054855035512,50.0
37,2,149.73475326544468,295.63360467516566,50.0
38,0,132.4012531604597,234.1486372004436,50.0
38,1,213.68541283099282,183.09646941469876,50.0
38,2,154.45058740622227,297.0772784050622,50.0
39,0,137.4003428783247,234.18022689476476,50.0
39,1,218.5530738302909,182.78052307413785,50.0
39,2,153.76050741917317,301.8099344071069,50.0
40,0,142.0333799686262,234.36396536484227,50.0
40,1,223.35552639453041,182.4386920754787,50.0
40,2,158.5458491588277,302.3361232575097,50.0
41,0,146.7913555469343,234.49892194822297,50.0
41,1,227.97527546374428,181.4160111968395,50.0
41,2,161.09945805317585,306.5960123833337,50.0
42,0,151.72637504003734,235.20921577766404,50.0
42,1,232.7051119276725,179.9523229424831,50.0
42,2,165.95224030262654,307.5216878350892,50.0
43,0,156.68202727697582,235.59631751730905,50.0
43,1,237.01511091677773,177.491874915826,50.0
43,2,168.14436753040974,311.9155381616273,50.0
44,0,161.60807364843578,235.69942857578263,50.0
44,1,241.97562689272988,177.09155787275998,50.0
44,2,172.87870915180866,313.43845125996256,50.0
45,0,165.94698470495433,235.86533423021302,50.0
45,1,246.59132618395913,176.0612669114944,50.0
45,2,170.87632591969196,317.8912019427934,50.0
46,0,170.78095858953685,236.02103081598744,50.0
46,1,251.52081150500405,176.01532471673457,50.0
46,2,175.7156742358846,318.2950922843137,50.0
47,0,175.7386807765791,236.0947027455257,50.0
47,1,255.13119239298928,172.59018743531672,50.0
47,2,180.52859146839802,318.52272206508303,50.0
48,0,180.6429933872053,236.1003863999793,50.0
48,1,259.6861831614219,170.6955069352862,50.0
48,2,184.4458554530782,321.3142638798871,50.0
49,0,184.75051253698558,233.6305582711646,50.0
49,1,264.57995767085185,170.08902371423213,50.0
49,2,189.41613371617024,321.4560773219981,50.0
