time_slot,uav_id,x,y,z
0,0,-52.748035493867704,225.77875482218207,50.0
0,1,44.08324582068551,238.1146957402107,50.0
0,2,11.28739757782641,255.20110567808828,50.0
1,0,-47.9213605556658,226.01267649905623,50.0
1,1,48.16337735144723,235.86457557724682,50.0
1,2,13.988995506827264,255.14173273519359,50.0
2,0,-43.13485104181082,226.68442853467405,50.0
2,1,52.9542313286506,235.56365440534321,50.0
2,2,14.88327182776156,254.77566627935252,50.0
3,0,-38.356797281282255,226.72744297908486,50.0
3,1,57.425543374701626,233.7696566407558,50.0
3,2,16.607392683092982,254.75794834420762,50.0
4,0,-33.40421301461966,226.9178677343005,50.0
4,1,62.19330126731027,232.33684979127614,50.0
4,2,21.28949584013644,254.37061489150605,50.0
5,0,-28.44928795434744,226.93569031471253,50.0
5,1,66.9714031883918,231.14932487653462,50.0
5,2,23.053840293948085,254.08157226965508,50.0
6,0,-23.488797727601835,227.20063629859925,50.0
6,1,70.58990509001839,227.80403779195515,50.0
6,2,27.491779937807948,253.91854800806126,50.0
7,0,-18.62946945764334,227.3586539786482,50.0
7,1,74.41340023963082,224.70335720227925,50.0
7,2,29.224444403712184,253.63409804329953,50.0
8,0,-14.220337930696317,227.74777816349507,50.0
8,1,78.598082608863,222.03331206487385,50.0
8,2,32.358137860361964,253.61857756935737,50.0
9,0,-9.469411912935087,227.85415156299115,50.0
9,1,83.5059343048774,221.82065288470952,50.0
9,2,35.47328306681338,253.54930022322318,50.0
10,0,-4.525772634523221,227.9507261675024,50.0
10,1,85.48655945746529,217.23403064655034,50.0
10,2,38.79911042696658,253.40844780170104,50.0
11,0,0.45040458105295045,228.3236397665167,50.0
11,1,90.12823445288765,215.4403298323032,50.0
11,2,42.19938470369998,252.75872051679275,50.0
12,0,5.33079427145212,228.41204433256627,50.0
12,1,95.07332331626046,214.72871003793446,50.0
12,2,45.77709270960513,252.5340486463227,50.0
13,0,10.236870225889376,228.55050763601304,50.0
13,1,99.9700341889106,213.86571256564824,50.0
13,2,49.40988327509585,251.90517058931968,50.0
14,0,14.941051897031954,228.5622456094423,50.0
14,1,104.75711638419259,212.76790897296635,50.0
14,2,52.575399174754054,250.96834066473625,50.0
15,0,19.89722484014719,228.8619023880163,50.0
15,1,106.20537657229531,208.1613091652271,50.0
15,2,57.515125050608546,251.3000286813893,50.0
16,0,24.819477495176486,229.48096326200158,50.0
16,1,110.45646995989907,205.94322912143437,50.0
16,2,62.425788655344874,251.88747465573928,50.0
17,0,29.73222010992258,229.82505357472093,50.0
17,1,115.32926363436806,205.4604215149757,50.0
17,2,67.0023720408124,253.59772026502273,50.0
18,0,34.70321935079782,229.9133596068421,50.0
18,1,120.23057550875771,204.7983910565254,50.0
18,2,70.76923467165652,256.71496355497027,50.0
19,0,39.636130746824435,230.03057720718772,50.0
19,1,125.06682629077065,204.54310004161565,50.0
19,2,75.3331403875989,257.90924620591784,50.0
20,0,44.04303496740549,230.68983908949286,50.0
20,1,129.96279949633706,203.99149243282048,50.0
20,2,76.62025584227267,262.6584184166112,50.0
21,0,48.85189145467966,231.0389949625531,50.0
21,1,134.60767979113686,202.32128660129277,50.0
21,2,81.24291028029147,264.40769231282854,50.0
22,0,53.74435084722727,231.27591412721068,50.0
22,1,139.35522741763222,201.49823038028447,50.0
22,2,85.46133650786105,266.8987575765767,50.0
23,0,58.63205903433054,231.46513680575282,50.0
23,1,144.31700558154213,201.09859253214566,50.0
23,2,89.61418093687716,269.58554065190935,50.0
24,0,63.487804826719454,231.46986855819688,50.0
24,1,148.4099435278617,198.2669818525192,50.0
24,2,94.35598458296481,270.7962025400319,50.0
25,0,68.37989896200388,232.04876883581147,50.0
