time_slot,user_id,x,y,z
0,0,-10.195406026575329,210.25449656291275,0.0
0,1,53.18500160385895,182.98266386336314,0.0
0,2,-5.251721557236927,153.77843076051175,0.0
0,3,-41.094522189396955,170.66910287613203,0.0
0,4,4.792958593551235,207.1506452425912,0.0
0,5,32.907693179823106,249.07911161956585,0.0
1,0,-9.695406026575329,210.25449656291275,0.0
1,1,53.68500160385895,182.98266386336314,0.0
1,2,-4.751721557236927,153.77843076051175,0.0
1,3,-40.594522189396955,170.66910287613203,0.0
1,4,5.292958593551235,207.1506452425912,0.0
1,5,33.407693179823106,249.07911161956585,0.0
2,0,-8.916128209871214,209.30133538523313,0.0
2,1,54.872801485889596,183.84470566513662,0.0
2,2,-6.039874844342657,152.5849635287884,0.0
2,3,-39.977354524519406,170.3792617526553,0.0
2,4,5.77756007834598,206.36881756874553,0.0
2,5,34.31433270322928,249.21916873670347,0.0
3,0,-8.243898949236566,209.95320454564217,0.0
3,1,56.07640082849566,183.40196783479252,0.0
3,2,-5.917170483058476,151.22874621592405,0.0
3,3,-38.62537445856891,170.2175674500178,0.0
3,4,6.101971517444957,205.4320042631747,0.0
3,5,35.505240225602094,248.3671160657971,0.0
4,0,-8.067576178446311,209.8912164798366,0.0
4,1,57.34570999272179,183.559807720099,0.0
4,2,-5.1898130516617185,151.0811132622304,0.0
4,3,-35.82172998360683,169.78040421373296,0.0
4,4,6.062257877052333,204.31144391580904,0.0
4,5,36.016573260487306,247.98756558288773,0.0
5,0,-7.801481640120457,209.09640512325674,0.0
5,1,57.39778414241737,184.2192218135814,0.0
5,2,-3.917666379076727,151.51986919046232,0.0
5,3,-35.01022191549767,169.81831828649788,0.0
5,4,6.4533167314781945,204.06365118648964,0.0
5,5,36.75993566831399,247.42053489429887,0.0
6,0,-6.772809266168289,208.8404178208903,0.0
6,1,57.983596108171,185.06157266702226,0.0
6,2,-4.444313078809536,151.4023880524639,0.0
6,3,-34.81672234688081,169.24794269572274,0.0
6,4,6.657568234623172,205.3346704384115,0.0
6,5,36.375917893016414,247.71574789773842,0.0
7,0,-7.603715939223916,208.43109570014025,0.0
7,1,58.34682364287353,186.01257097292665,0.0
7,2,-3.7031218310695984,152.08251034880203,0.0
7,3,-34.758934327495545,168.5960400418959,0.0
7,4,7.825616719942634,205.66774482927178,0.0
7,5,36.176913998663196,247.86680366948818,0.0
8,0,-8.47877054814668,208.72302220027763,0.0
8,1,58.59451214886622,187.08941728517385,0.0
8,2,-3.4982288505150962,152.4998632943401,0.0
8,3,-33.862456052862925,168.05175819351703,0.0
8,4,9.011477534408073,205.19430943973734,0.0
8,5,36.23171447426395,247.82533707414314,0.0
9,0,-9.624797530703974,209.28611045124464,0.0
9,1,58.683770037306246,187.50139470946627,0.0
9,2,-2.6756600673866067,153.0760570554183,0.0
9,3,-32.59402921737703,167.74378201664172,0.0
9,4,9.397862548896374,204.93187233677455,0.0
9,5,36.107569263916076,247.91913440215194,0.0
10,0,-10.995482542787451,208.59735393682377,0.0
10,1,58.580150643192454,187.02440943074734,0.0
10,2,-2.393224259911877,154.49729696377622,0.0
10,3,-32.11317980613758,168.29653572963335,0.0
10,4,8.99674181693283,204.63861086368638,0.0
10,5,35.84434301887652,248.11634933725873,0.0
11,0,-10.473601418223668,206.738736013311,0.0
11,1,58.61424120013477,187.17928517857047,0.0
11,2,-2.524797366149029,153.7404590117153,0.0
11,3,-31.55473225585406,168.03234913098757,0.0
11,4,9.349544794337108,204.5413340966428,0.0
11,5,36.936948841269526,247.28278555983601,0.0
12,0,-10.902899915105595,206.15959767739562,0.0
12,1,58.881459492864096,188.46857649766497,0.0
12,2,-1.5120345090214022,153.76480155926927,0.0
12,3,-29.690213983008377,166.83715515556898,0.0
12,4,9.204324020340872,203.6532025121022,0.0
12,5,37.935134944499985,246.48575627805334,0.0
13,0,-10.19249385555839,205.724271876911,0.0
13,1,58.77527307102557,187.93901847168416,0.0
13,2,-0.51958917869888,154.54269426615676,0.0
13,3,-26.814372583143246,169.0296766284354,0.0
13,4,9.826048230080579,202.39102321066792,0.0
13,5,36.94135272983549,246.7102431480622,0.0
14,0,-10.353404252699484,205.16946033967255,0.0
14,1,58.69520933329646,187.55522594337253,0.0
14,2,1.1543759728123035,154.99778873853228,0.0
14,3,-25.50942725291455,168.95749287436408,0.0
14,4,8.83986564214461,201.44044292921737,0.0
14,5,36.29373721283766,247.77828627237986,0.0
15,0,-9.99836984040119,205.8482313643146,0.0
15,1,58.43111380941053,186.36897146244226,0.0
15,2,1.2394179099366687,154.5151458601445,0.0
15,3,-22.73667438816176,168.17580604626073,0.0
15,4,9.513880656075232,200.2326643885138,0.0
15,5,36.47926522751466,247.63678419520613,0.0
16,0,-9.699917080025262,206.08238030186476,0.0
16,1,58.3923615207487,186.20390939323076,0.0
16,2,1.1564354370631995,153.19880247186185,0.0
16,3,-22.498822375810228,168.02131075441866,0.0
16,4,11.530747703996228,199.89618770818404,0.0
16,5,36.545055790723715,247.58633099171328,0.0
17,0,-8.083565608051753,206.37710726061457,0.0
17,1,58.588465802642034,187.06200653529905,0.0
17,2,1.8162042147038155,154.07980873300951,0.0
17,3,-21.935744435171213,166.83726823288416,0.0
17,4,11.383555904505942,201.27469747932548,0.0
17,5,37.73911778970337,246.64503176604015,0.0
18,0,-7.488222000152953,207.8344338627467,0.0
18,1,58.459096541351855,186.4894844077325,0.0
18,2,2.969730472411234,154.0705496684443,0.0
18,3,-21.415207527304446,166.21385333341203,0.0
18,4,11.934071369222162,203.11607982153154,0.0
18,5,38.13898014961096,246.31865923305187,0.0
19,0,-8.829098325125695,208.37271335068314,0.0
19,1,58.11993007869788,185.0978616417888,0.0
19,2,2.926301036863074,153.7606168509241,0.0
19,3,-20.067554218247952,164.74882836756723,0.0
19,4,12.482351781801329,203.40888414292698,0.0
19,5,37.88552840342676,246.52619410174384,0.0
20,0,-8.572257910575846,209.81377075818713,0.0
20,1,57.82302440116643,183.9844497721086,0.0
20,2,3.0037592679761804,153.85889570427287,0.0
20,3,-19.066660738460016,163.16896029648598,0.0
20,4,13.084599201618948,203.73518059120414,0.0
20,5,38.40935640466445,246.09469970158676,0.0
21,0,-8.951532192786614,210.12680251963474,0.0
21,1,56.94799775460524,182.9179694108395,0.0
21,2,3.623999324153332,155.00339034456377,0.0
21,3,-19.034519721430637,161.93747795261416,0.0
21,4,11.657475266000862,203.71661339173767,0.0
21,5,38.470929221283136,246.0433231299721,0.0
22,0,-9.60689808364909,210.16562216620133,0.0
22,1,55.19466974453826,181.17238195957947,0.0
22,2,6.123582559451352,154.2812459146634,0.0
22,3,-19.72688390149975,163.1284440727896,0.0
22,4,14.049163732148678,202.6354279602958,0.0
22,5,38.34648976288527,246.14701206865874,0.0
23,0,-7.984666878157985,209.2766805724279,0.0
23,1,54.56853768144638,181.18658863564275,0.0
23,2,7.821885542738977,153.6476354087974,0.0
23,3,-19.826480346451024,162.34471769795317,0.0
23,4,15.087549276544816,201.958805620288,0.0
23,5,38.76161161732737,245.79888060670777,0.0
24,0,-6.603602201431395,209.84927331344622,0.0
24,1,54.760538188061,181.5146613796031,0.0
24,2,8.84992441682748,153.39426855399694,0.0
24,3,-20.22763778583425,162.32129893024603,0.0
24,4,15.713738854036356,203.6065771278763,0.0
24,5,39.61035796322715,245.06683416909829,0.0
25,0,-6.450529815342371,209.0587684549933,0.0
25,1,56.229038939915434,181.8867041197928,0.0
25,2,10.001198664558036,151.69398234374304,0.0
25,3,-19.238089352756486,162.7284145426021,0.0
25,4,15.246488151966778,203.83352610647387,0.0
25,5,40.162328564774086,244.57563644251343,0.0
26,0,-6.357080175872722,208.6477179472217,0.0
26,1,56.8854981588473,182.1753470678531,0.0
26,2,12.110353033802468,148.6614865419085,0.0
26,3,-18.75934683262257,163.05303709395238,0.0
26,4,15.630870843737569,203.58344035372036,0.0
26,5,39.664358145510604,245.01931466498203,0.0
27,0,-4.43655769846375,207.07749054539318,0.0
27,1,57.32168551674464,182.27362503162513,0.0
27,2,13.197810090159374,146.48349079629324,0.0
27,3,-18.574383969862204,164.37439666689772,0.0
27,4,16.61863627054018,205.07109586442726,0.0
27,5,39.9299942654251,244.78387609355758,0.0
28,0,-1.7700063128579906,206.85174346055896,0.0
28,1,57.36182446152376,182.40394662302555,0.0
28,2,13.993783160373615,144.97309300569933,0.0
28,3,-17.29343016739943,163.82300738716293,0.0
28,4,18.030778374081933,205.49142348824188,0.0
28,5,40.36224263200567,244.3946997930508,0.0
29,0,1.2652640076137072,207.43121069424544,0.0
29,1,57.26537352002244,182.09254357502684,0.0
29,2,13.538010053439626,143.89392256769912,0.0
29,3,-15.095984908842299,164.18676106457548,0.0
29,4,18.25505489660463,204.73046722476684,0.0
29,5,41.100401406298786,243.7122065816988,0.0
30,0,2.164261911181688,207.94895899190539,0.0
30,1,57.48821766911719,182.82138453692494,0.0
30,2,11.555699288224238,143.7412111074605,0.0
30,3,-13.85098694503616,164.71159924796595,0.0
30,4,20.126046146631136,202.53509560333922,0.0
30,5,41.080592573908326,243.73082338324477,0.0
31,0,1.3743058617656976,209.50878795789,0.0
31,1,57.811064513655865,183.9413319419723,0.0
31,2,10.539496472842309,144.4259532647804,0.0
31,3,-12.0737174028683,165.13497075231615,0.0
31,4,21.389274613393138,201.9047206262938,0.0
31,5,40.920786486538496,243.88039691391964,0.0
32,0,1.2185342319694428,210.48410582516016,0.0
32,1,57.781972282162414,183.83696565667776,0.0
32,2,10.318442677891039,146.05762656488025,0.0
