time_slot,user_id,x,y,z
0,0,19.13382449439106,167.5731107854061,0.0
0,1,30.352519952799955,223.48160829274937,0.0
0,2,-1.4425083184742016,157.17981966089218,0.0
0,3,-32.351976162113694,238.85720543713214,0.0
0,4,-37.28644805022097,245.4710369635285,0.0
0,5,-31.363194496775947,174.3059146273393,0.0
1,0,19.63382449439106,167.5731107854061,0.0
1,1,30.852519952799955,223.48160829274937,0.0
1,2,-0.9425083184742016,157.17981966089218,0.0
1,3,-31.851976162113694,238.85720543713214,0.0
1,4,-36.78644805022097,245.4710369635285,0.0
1,5,-30.863194496775947,174.3059146273393,0.0
2,0,21.45907122950571,167.666874994683,0.0
2,1,31.65199382032816,224.52319328233335,0.0
2,2,0.3129237268788059,157.71044206753237,0.0
2,3,-31.69949174235386,237.92339240306973,0.0
2,4,-35.94168356204224,245.00181832247648,0.0
2,5,-29.605021219044723,174.49953252715704,0.0
3,0,21.806096367247704,167.9497549348781,0.0
3,1,32.921758008774674,225.1025271522143,0.0
3,2,0.39786011944484845,158.16311952978526,0.0
3,3,-31.011300507427194,238.30533904840647,0.0
3,4,-34.64202228753084,243.98169910531834,0.0
3,5,-29.25796689166841,175.13212493873908,0.0
4,0,20.688958282392917,168.77524888268155,0.0
4,1,32.96029515306981,224.94769693728884,0.0
4,2,2.0546775769211343,158.2850909717872,0.0
4,3,-30.712700820068942,238.71603707591356,0.0
4,4,-33.908259701255766,242.9999963250826,0.0
4,5,-28.590146937795335,177.3435987956168,0.0
5,0,21.38495854003533,169.506793696116,0.0
5,1,33.51151488074809,225.61695061149283,0.0
5,2,3.589390780755635,157.54866840370516,0.0
5,3,-29.8285346340489,238.92819313279116,0.0
5,4,-31.742146041313944,242.41386083340313,0.0
5,5,-26.87576031819563,177.16898568553214,0.0
6,0,22.250147846844406,169.14736538367399,0.0
6,1,33.22787181299497,226.604412247437,0.0
6,2,3.602210801735474,157.1275198204296,0.0
6,3,-29.818247110319895,239.37592302448664,0.0
6,4,-30.32125886262321,240.19535199727713,0.0
6,5,-25.247264906880105,176.54062693395062,0.0
7,0,24.736406566248444,169.81401547864297,0.0
7,1,34.29120017010975,224.8432461786117,0.0
7,2,5.514643136156981,157.02054307231307,0.0
7,3,-30.705906749151687,239.85951208327774,0.0
7,4,-28.26263012213461,237.89439445929762,0.0
7,5,-23.31597346437573,176.01965586937817,0.0
8,0,25.5442019172017,169.7233082454178,0.0
8,1,34.29603099695942,224.33980176986267,0.0
8,2,6.8244974342928195,157.93164173765553,0.0
8,3,-29.485986087627502,239.78485181788392,0.0
8,4,-26.1549554420127,235.95233313679933,0.0
8,5,-21.65428615897609,174.8471283972102,0.0
9,0,25.681690628568646,170.24541527056272,0.0
9,1,33.95476982801937,224.5931040185467,0.0
9,2,6.3629940633949325,157.67652086288666,0.0
9,3,-28.20777391585926,241.10768027839467,0.0
9,4,-26.03099050973492,236.59250727049996,0.0
9,5,-20.443787324090934,176.40488016085737,0.0
10,0,25.7768405116936,170.0134287600537,0.0
10,1,34.41684507084762,223.7412787288815,0.0
10,2,6.5993734501553725,157.52612187999205,0.0
10,3,-26.20880384526939,241.94921730363944,0.0
10,4,-26.789730719377516,235.6892613785052,0.0
10,5,-20.505327130801703,175.19944608901866,0.0
11,0,24.20879224654841,171.81314001707133,0.0
11,1,34.16628219289838,224.5571347272785,0.0
11,2,6.338741616863802,157.11089236248083,0.0
11,3,-26.628770079724358,243.4246225581565,0.0
11,4,-27.136540122323105,236.8300928733715,0.0
