episode,UAV_0_reward,UAV_1_reward,UAV_2_reward,RIS_reward
0,0.15617986164629458,0.09030462241943722,0.09205210447448435,-2.301463411459783
1,0.16063831303361514,0.08315396967346965,0.09487674971727234,-1.9413309675756432
2,0.17728544030918134,-0.017046819197451723,0.07962902594345243,-2.060132352944818
3,0.10019488647832722,-0.044700963317778904,-0.03623918277014762,-1.9807452596095991
4,0.10979718326230355,0.11100682486932309,0.185599112132548,-1.9335968797358256
5,0.20493523220752635,0.15519183392727703,0.16182522527102564,-1.4380477085941712
6,0.14132370611968037,0.09260112194353345,0.11894313305140118,-2.047132038885385
7,0.14099960334835568,0.08978010100061912,0.20126540972734905,-1.8479548859236765
8,0.12248147412746761,-0.05604260474744738,0.032597175571160424,-2.0609639550488192
9,0.1704414509967001,0.11164526676058825,0.16524131349853527,-1.8726719687441757
10,0.17640022211793815,0.15315957047947606,0.20801969346635624,-1.5824205139362297
11,0.21490303042899142,0.13279577410235752,0.17841912809223634,-1.673882067376415
12,0.17198911960206253,0.12115001150009451,0.12018523366738629,-1.9066756352304568
13,0.19039370870074376,0.12604514498646438,0.12818313732637612,-1.795378008986416
14,0.1276215191717982,0.14105018237656475,0.12320166507265007,-1.888126633378987
15,0.14218697153200405,-0.19616424195967785,-0.17475532587754988,-1.8687325963052246
16,0.1823890692920782,0.1152982733744784,0.09089491097117808,-1.9914177463622655
17,0.136606694896211,0.14486423063678472,0.14442129053590957,-1.894107783931094
18,0.16402062903431555,0.1168355240188486,0.1881294291438994,-1.8110144178029366
19,0.1608603451780533,0.09354609629705536,0.14298395691086888,-2.002609601614022
20,0.20130904583616904,0.09279579052773049,0.16218741288063945,-1.6637077507554614
21,0.09265981108067502,0.17648056815693078,0.11660881902042358,-2.0542508017419707
22,0.119191763163097,0.18337621780898306,0.14938647739530705,-1.848045541632613
23,0.19703477543398684,0.06539334388411318,0.12382129362773668,-2.0337505870541635
24,0.1940758894106739,0.1400697994377614,0.19237182542101056,-1.6334824857305537
25,0.1384361262427953,0.13876496683826356,0.14063281802658037,-1.9621660888923607
26,0.12145524740289262,0.1455164364841325,0.10197058610454893,-1.971057730008426
27,0.1757999410405637,0.11855260111633059,0.09912857299061201,-1.9265188848524937
28,0.10708868564422425,0.23776375748685005,0.12044421210202698,-1.8947033447668988
29,0.19791499082155908,0.12862439017597574,0.15685273021012078,-1.6966078887923444
30,0.14828423874692734,0.11370185409237564,0.15288306413461486,-1.8851308430260827
