ID,Delay,Running_time
1,2.284075094148607,2.729473114013672
2,2.1765326662550937,2.3208179473876953
3,2.2195204238542408,2.472630262374878
4,2.152766564405468,2.7399790287017822
5,2.262782331822188,2.4939141273498535
6,2.2300473345794867,2.3447725772857666
7,2.2504011003581947,2.6677567958831787
8,2.2480361328271643,2.6974599361419678
9,2.275991363859493,2.748568534851074
10,2.327049171681267,3.010394334793091
11,2.260786338502665,3.0123534202575684
12,2.5111162496884516,3.7770137786865234
13,2.305413763349562,3.4167590141296387
14,2.6577993744094535,3.080859422683716
15,2.219846425062438,2.7745981216430664
16,2.182336269626604,2.657025098800659
17,2.2321899027117653,2.5713839530944824
18,2.261111436107048,2.7825253009796143
19,2.2669089229892605,2.7205417156219482
20,2.304934158562234,2.8458139896392822
21,2.1956974483562575,2.5131657123565674
22,2.2567809536898484,2.3118770122528076
23,2.3203885206364543,2.7004642486572266
24,2.3009976474568408,2.6649515628814697
25,2.2803537311032187,2.8325905799865723
26,2.273194028487793,2.994629144668579
27,2.205528510743106,2.7095508575439453
28,2.2727156994832067,2.8383140563964844
29,2.182469406841842,2.6111884117126465
30,2.2600746823536846,2.6127898693084717
