ID,Delay,Running_time
1,1.1787038816878208,1.3904199600219727
2,1.1053712124607866,1.3751657009124756
3,1.0801588492425775,1.2880134582519531
4,1.096373817012516,1.0706584453582764
5,1.1083002934898358,1.0493834018707275
6,1.111220130364405,1.3443126678466797
7,1.0686465750316114,1.3463923931121826
8,1.0841199893738565,1.3536009788513184
9,1.1695149844345187,1.1535184383392334
10,1.123426220819311,1.3870069980621338
11,1.1271423152463123,1.1159741878509521
12,1.1247510756947285,1.2460107803344727
13,1.146028665221611,1.3637807369232178
14,1.0795361441991278,1.1874113082885742
15,1.1255503213827251,1.2176921367645264
16,1.1124872133337271,1.3509726524353027
17,1.114548297372284,1.3738703727722168
18,1.1549313775084982,1.3640384674072266
19,1.146669691312768,1.3645350933074951
20,1.2093694722830812,1.6289336681365967
21,1.1231627308597276,1.290126085281372
22,1.1133902771848478,1.3514299392700195
23,1.1473960613178171,1.4718663692474365
24,1.4063790587925977,2.0231122970581055
25,1.1047371908958539,1.3846080303192139
26,1.172166320261096,1.354121446609497
27,1.1332474430884663,1.7979130744934082
28,1.1040863492805904,1.374067783355713
29,1.5537130251288631,1.6334609985351562
30,1.117793634329675,1.3749418258666992
