ID,Delay,Running_time
1,1.0938931333029567,2.7114627361297607
2,1.1378256485525655,0.7020080089569092
3,1.1295943510969166,0.6713156700134277
4,1.1389962745885822,0.6009159088134766
5,1.1425670534629875,0.7289972305297852
6,1.1368247291771756,0.6980972290039062
7,1.1415186751084327,0.6849634647369385
8,1.1192184719750506,0.6910121440887451
9,1.2143698680227213,1.1283886432647705
10,1.0809772925429444,0.6955568790435791
11,1.0773332297708527,0.6869497299194336
12,1.1606063427245452,0.7103116512298584
13,1.1193002038344035,0.7226672172546387
14,1.1146866660105683,0.7278265953063965
15,1.1090023864534921,0.6921229362487793
16,1.1197903988748235,0.694141149520874
17,1.1617016817602672,1.1645379066467285
18,1.133186804647802,0.7195582389831543
19,1.1489043513643322,0.7117369174957275
20,1.085226032077632,0.7027359008789062
21,1.1212999916365831,0.7468669414520264
22,1.0604716099959675,0.7668612003326416
23,1.1514925998910248,0.7343497276306152
24,1.1635898010018226,0.7131707668304443
25,1.183755434542376,0.7020597457885742
26,1.2674927310119846,0.9794983863830566
27,1.1312041867809595,0.6802113056182861
28,1.1083580306556318,0.7119781970977783
29,1.1130966979679844,0.7274596691131592
30,1.1737467696010033,0.7673928737640381
