ID,Delay,Running_time
1,2.164968432,0.502379894
2,2.185659044,0.303598404
3,2.279018169,0.295702457
4,2.182133792,0.373774357
5,2.400592261,0.451171064
6,2.044436828,0.547877312
7,2.184576805,0.556756496
8,2.090228631,0.372262001
9,2.140609946,0.64580512
10,2.403276793,0.44217062
