episode,reward
0,-2.043474281929438
1,-2.5515108765389836
2,-2.229323798560839
3,-2.2977005850537466
4,-2.3982961400410843
5,-2.431439543976188
6,-2.284306040238074
7,-2.1324710974859413
8,-2.054000421514819
9,-2.2314770734689655
10,-2.6226737667258795
11,-2.3767260028249297
12,-2.15345727293667
13,-2.49986221441261
14,-2.221294902235412
15,-2.187791082204894
16,-2.135548766498366
17,-2.3244480264915994
18,-2.4187589757942947
19,-2.3272317834818317
20,-2.7441703393509447
21,-2.4608059838154692
22,-2.3356427045273445
23,-2.3718219109862364
24,-2.141328456747662
25,-2.6418045464262083
26,-2.2912463425288627
27,-2.0198877428863002
28,-2.223797492831827
29,-2.349551127077922
30,-2.147655593296022
31,-2.430789963578818
32,-2.313151022500754
33,-2.230214322164026
34,-2.1937568414004116
35,-2.1898227432610664
36,-2.248553052750474
37,-2.225072560160749
38,-2.3461984790055443
39,-2.0399748740792933
40,-2.544605159519567
41,-2.3088427393270017
42,-1.8928871903199929
43,-2.286850406703164
44,-2.2225652195001313
45,-2.1808968892992504
46,-2.310966689986787
47,-2.2708512388577566
48,-2.2213540085736914
49,-2.2208555406918307
50,-1.8328030830860649
51,-2.2567402619759744
52,-2.2209355269296425
53,-2.2249197882324485
54,-2.1717432658544897
55,-2.437862835038242
56,-2.10312370829704
57,-2.2430753510590287
58,-2.0070285481122805
59,-2.282927991945253
60,-2.140872385424802
61,-1.7958382396983632
62,-2.002648674138064
63,-2.0379109330417715
64,-2.117074249834163
65,-2.0298689517902897
66,-1.8068690882275251
67,-1.8482638099898827
68,-1.937358495550031
69,-1.972155430264535
70,-1.918815605705652
71,-1.7396549596484823
72,-2.0374917787514324
73,-2.0673911887552503
74,-2.113680005979322
75,-1.8495142372582294
76,-1.6944277648844812
77,-1.7378723692913667
78,-2.054228482643249
79,-2.015847910409649
80,-1.6993644790159845
81,-2.0408339289820945
82,-2.024947476099857
83,-1.7669001042055639
84,-1.86937506685711
85,-1.918864774708006
86,-1.7539125731776017
87,-2.0330832820699074
88,-1.9298118690794996
89,-2.049217267675824
90,-2.039260574814797
91,-1.9988720667418773
92,-1.8012777080409998
93,-2.2531507837370888
94,-1.9105819228373564
95,-2.05776760372573
96,-1.8442573965850326
97,-1.8291012790813341
98,-1.7132979722240425
99,-1.8008388159259536
100,-1.7792077582228536
101,-2.1156173133283724
102,-1.6664523177562103
103,-1.9417916235102255
104,-2.010143343943184
105,-1.8242565118077387
106,-2.074667773751922
107,-1.914378525499776
108,-1.9160006930526245
109,-1.867436226932587
110,-1.983182838342853
111,-1.852400487491298
112,-1.9719866977592908
113,-1.9571260027412114
114,-1.841432352542904
115,-2.1604597295790477
116,-1.8378754652024296
117,-1.9595669988467557
118,-2.0376511917569275
119,-1.8885373256523075
120,-1.7633450283255534
121,-1.6991864253666398
122,-2.209879999112477
123,-2.0892715620787095
124,-1.9352771172441776
125,-1.7748509549104583
126,-1.7109341152138342
127,-1.9640994064269754
128,-1.7837797144103649
129,-1.720640126594015
130,-1.8024924561778817
131,-1.9058693742744008
132,-1.8447584779483261
133,-1.987543986664408
134,-2.0982730937881557
135,-2.242662482767244
136,-1.969143923058298
137,-1.911125749717635
138,-1.7730271499026284
139,-1.6156026543752497
140,-1.8747989699210714
141,-1.9714001566410368
142,-1.9998560312324667
143,-1.9104140414449873
144,-1.9841269447163956
145,-1.994797261635925
146,-1.7844283455355705
147,-2.0059704720564846
148,-1.9760805440887657
149,-1.912720934208093
150,-2.0763049800948665
151,-2.0240298693141354
152,-1.9109416396885057
153,-2.1027465451351417
154,-2.02367315534535
155,-2.264928911839866
156,-1.6680432756058932
157,-1.8819590430076858
158,-1.7866935104151764
159,-2.13938416955824
160,-2.1808566863215897
161,-1.8495545148744867
162,-1.8522870782922476
163,-1.7829780722792035
